"sep=,"
"received_message","pattern_matching","reply_message","multiple_replies","multiple_reply_delay","multiple_reply_delay_max","recipients","contacts","ignored_contacts","reply_delay","reply_delay_max","specific_times","monday","tuesday","wednesday","thursday","friday","saturday","sunday","pause_type","pause_value","disabled"
"!meupai","none","ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"!membrocomum","none","░░█▀░░░░░░░░░░░▀▀███████░░░░ ░░█▌░░░░░░░░░░░░░░░▀██████░░░ ░█▌░░░░░░░░░░░░░░░░███████▌░░ ░█░░░░░░░░░░░░░░░░░████████░░ ▐▌░░░░░░░░░░░░░░░░░▀██████▌░░ ░▌▄███▌░░░░▀████▄░░░░▀████▌░░ ▐▀▀▄█▄░▌░░░▄██▄▄▄▀░░░░████▄▄░ ▐░▀░░═▐░░░░░░══░░▀░░░░▐▀░▄▀▌▌ ▐░░░░░▌░░░░░░░░░░░░░░░▀░▀░░▌▌ ▐░░░▄▀░░░▀░▌░░░░░░░░░░░░▌█░▌▌ ░▌░░▀▀▄▄▀▀▄▌▌░░░░░░░░░░▐░▀▐▐░ ░▌░░▌░▄▄▄▄░░░▌░░░░░░░░▐░░▀▐░░ ░█░▐▄██████▄░▐░░░░░░░░█▀▄▄▀░░ ░▐░▌▌░░░░░░▀▀▄▐░░░░░░█▌░░░░░░ ░░█░░▄▀▀▀▀▄░▄═╝▄░░░▄▀░▌░░░░░░ ░░░▌▐░░░░░░▌░▀▀░░▄▀░░▐░░░░░░░ ░░░▀▄░░░░░░░░░▄▀▀░░░░█░░░░░░░ ░░░▄█▄▄▄▄▄▄▄▀▀░░░░░░░▌▌░░░░░░ ░░▄▀▌▀▌░░░░░░░░░░░░░▄▀▀▄░░░░░ ▄▀░░▌░▀▄░░░░░░░░░░▄▀░░▌░▀▄░░░ ░░░░▌█▄▄▀▄░░░░░░▄▀░░░░▌░░░▌▄▄ ░░░▄▐██████▄▄░▄▀░░▄▄▄▄▌░░░░▄░ ░░▄▌████████▄▄▄███████▌░░░░░▄ ░▄▀░██████████████████▌▀▄░░░░ ▀░░░█████▀▀░░░▀███████░░░▀▄░░ ░░░░▐█▀░░░▐░░░░░▀████▌░░░░▀▄░ ░░░░░░▌░░░▐░░░░▐░░▀▀█░░░░░░░▀ ░░░░░░▐░░░░▌░░░▐░░░░░▌░░░░░░░ ░╔╗║░╔═╗░═╦═░░░░░╔╗░░╔═╗░╦═╗░ ░║║║░║░║░░║░░░░░░╠╩╗░╠═╣░║░║░ ░║╚╝░╚═╝░░║░░░░░░╚═╝░║░║░╩═\nTEM VAGA PARA ADMINISTRAÇÃO?🐒","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/créditos","none","────────────────────░███░\n───────────────────░█░░░█░\n──────────────────░█░░░░░█░\n─────────────────░█░░░░░█░\n──────────░░░───░█░░░░░░█░\n─────────░███░──░█░░░░░█░\n───────░██░░░██░█░░░░░█░\n──────░█░░█░░░░██░░░░░█░\n────░██░░█░░░░░░█░░░░█░\n───░█░░░█░░░░░░░██░░░█░\n──░█░░░░█░░░░░░░░█░░░█░\n──░█░░░░░█░░░░░░░░█░░░█░\n──░█░░█░░░█░░░░░░░░█░░█░\n─░█░░░█░░░░██░░░░░░█░░█░\n─░█░░░░█░░░░░██░░░█░░░█░\n─░█░█░░░█░░░░░░███░░░░█░\n░█░░░█░░░██░░░░░█░░░░░█░\n░█░░░░█░░░░█████░░░░░█░\n░█░░░░░█░░░░░░░█░░░░░█░\n░█░█░░░░██░░░░█░░░░░█░\n─░█░█░░░░░████░░░░██░\n─░█░░█░░░░░░░█░░██░█░\n──░█░░██░░░██░░█░░░█░\n───░██░░███░░██░█░░█░\n────░██░░░███░░░█░░░█░\n──────░███░░░░░░█░░░█░\n──────░█░░░░░░░░█░░░█░\n──────░█░░░░░░░░░░░░█░\n──────░█░░░░░░░░░░░░░█░\n──────░█░░░░░░░░░░░░░█░\n████──░█░████░░░░░░░░█░\n█──█──████──████░░░░░█░\n█──█──█──█──█──████████\n█──█──████──█──█──────█\n█──█──█──█────██──██──█\n█──████──█──█──█──────█\n█─────█──█──█──█──█████\n███████──████──█─RAFA─█\n──────████──██████████\n\nJÁ SE INSCREVE NO MEU CANAL🐒\nhttps://youtube.com/channel/UCjwPcHq2_HViJVLsyn5t1Bg","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"!vsf","none","__________###_________\n_________#___#________\n_________#___#________\n_________#===#________\n_________#___#________\n_________#___#________\n_________#___#________\n_________#___#________\n_________#___#________\n_________#___#________\n_________#___#________\n______####___####_____\n_____#___#___#___####_\n_____#___#___#___#___#\n###__#___#___#___#___#\n#__#_#___#___#___#___#\n#___##___#___#___#___#\n_#___#___#___#___#___#\n__#__________________#\n___#________________#_\n____#______________#__","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"!minion","none","──────▄▀▀═════════════▀▀▄\n───────█═══════════════════█\n──────█═════════════════════█\n─────█═══▄▄▄▄▄▄▄═══▄▄▄▄▄▄▄═══█\n────█═══█████████═█████████═══█\n────█══██▀────▀█████▀────▀██══█\n───██████──█▀█──███──█▀█──██████\n───██████──▀▀▀──███──▀▀▀──██████\n────█══▀█▄────▄██─██▄────▄█▀══█\n────█════▀█████▀───▀█████▀════█\n────█═════════════════════════█\n────█═════════════════════════█\n────█═══════█▀█▀█▀█▀█▀█═══════█\n────█═══════▀▄───────▄▀═══════█\n───▐▓▓▌═══════▀▄█▄█▄▀═══════▐▓▓▌\n───▐▐▓▓▌▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▄▐▓▓▌▌\n───█══▐▓▄▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▄▓▌══█\n──█══▌═▐▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▌═▐══█\n──█══█═▐▓▓▓▓▓▓▄▄▄▄▄▄▄▓▓▓▓▓▓▌═█══█\n──█══█═▐▓▓▓▓▓▓▐██▀██▌▓▓▓▓▓▓▌═█══█\n──█══█═▐▓▓▓▓▓▓▓▀▀▀▀▀▓▓▓▓▓▓▓▌═█══█\n──█══█▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓█══█\n─▄█══█▐▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▌█══█▄\n─█████▐▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▌─█████\n─██████▐▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▌─████\n──▀█▀█──▐▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▌───█▀█▀\n─────────▐▓▓▓▓▓▓▌▐▓▓▓▓▓▓▌\n──────────▐▓▓▓▓▌──▐▓▓▓▓▌","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"!eusemadm","none","░░░░░▄▄▀▀▀▀▀▀▀▀▀▀▀▄▄░░░░░░░░░ ░░░▄▀░░░░░░░░░░░░░░░▀▀▄▄░░░░░ ░░▄▀░░░░░░░░░░░░░░░░░░░░▀▄░░░ ░▄▀░░░░░░░░░░░░░░░░░░░░░░░█░░ ░█░░░░░░░░░░░░░░░░░░░░░░░░░█░ ▐░░░░░░░░░░░░░░░░░░░░░░░░░░░█ █░░░░▀▀▄▄▄▄░░░▄▌░░░░░░░░░░░░▐ ▌░░░░░▌░░▀▀█▀▀░░░▄▄░░░░░░░▌░▐ ▌░░░░░░▀▀▀▀░░░░░░▌░▀██▄▄▄▀░░▐ ▌░░░░░░░░░░░░░░░░░▀▄▄▄▄▀░░░▄▌ ▐░░░░▐░░░░░░░░░░░░░░░░░░░░▄▀░ ░█░░░▌░░▌▀▀▀▄▄▄▄░░░░░░░░░▄▀░░ ░░█░░▀░░░░░░░░░░▀▌░░▌░░░█░░░░ ░░░▀▄░░░░░░░░░░░░░▄▀░░▄▀░░░░░ ░░░░░▀▄▄▄░░░░░░░░░▄▄▀▀░░░░░░░ ░░░░░░░░▐▌▀▀▀▀▀▀▀▀░░░░░░░░░░░ ░░░░░░░░█░░░░░░░░░░░░░░░░░░░░","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"oi","none","____0000000000_________0000000\n___000000000000______00000000000\n_00000_____000000___0000000000000\n_00000_____000000____00000000000\n_00000_____000000______0000000\n_00000_____000000\n_00000_____000000\n_00000_____000000___000000000000___\n_00000_____000000___000000000000___\n_00000_____000000______000000______\n_00000_____000000______000000______\n_00000_____000000______000000______\n_00000_____000000______000000______\n_00000_____000000______000000______\n_00000_____000000______000000______\n_00000_____000000______000000______\n__0000000000000_____000000000000___\n___00000000000______000000000000___","all","","","b","","","","","0","","","","","","","","seconds","0","0"
"não coloca meu nome nisso.","none","menti? eu em... \nele quem me criou.","single","","","g","","","","","0","","","","","","","","seconds","0","0"
"bot ruim","none","Faiz melhor arrmbd 🖕","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot seu arrombado","none","Sua irmã sabe qm arrmbei","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/tag","none","Não tenho TAG n","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot nojento","none","Não falo sua irmã como ficou molhada 😎🤝","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot gay","none","Seu pai aquele maconheiro 🤝","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot lixo","none","Cadê seu bot pra falar de mim? 😎<#>Converso com todo mundo, só usar os comandos certos, mais nem parece q vocês gostam de mim, vocês me odeiam 💔😓","all","","","b","","","","","0","","","","","","","","seconds","0","0"
"acho que estou sendo enganado","none","Confia 😎🤝 kkkk","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot otário","none","Vc seu crn 🖕","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot vai toma no cu","none","Para de me xingar viado tóxico","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot fimose","none","Antes de falar se lembra da sua fimose primeiro FDP 😡🖕","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot eu sou bonito?","none","Feio pá desgraça, parece um cirigueijo um caranguiejo amassado \n\nBixo FEI 😂🤝","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot tudo bem?","none","Sim e vc?","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot você é um bot?","none","Não sou seu pai 🤦","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/pornografia","none","Temos nossos tipos de pornografia só você escolher:🔞🥵\n\n\n/Hentay\n/Sexo\n/Trans\n/Viados\n/Sexo anal\n\nEspero q goste ❤️\n\n\nObs:ADM n bate punheta 👍","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/hentay","none","C veio mesmo kakaka\n\nLinkAki https://www.xvideos.com/tags/hentay\n\nAgradeça o bot com:\n\nObgd bot","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/viados","none","C veio mesmo kakaka\n\nLinkAki https://www.xvideos.com/?k=Viados\n\nAgradeça o bot com:\n\nObgd bot\n\nObs:ADM não vê os viados fudendo 👍","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/sexo","none","C veio mesmo kakaka\n\nLinkAki https://www.xvideos.com/?k=Sexo\n\nAgradeça o bot com:\n\nObgd bot","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/trans","none","C veio mesmo kakaka\n\nLinkAki https://www.xvideos.com/?k=Trans\n\nAgradeça o bot com:\n\nObgd bot","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"/sexo anal","none","C veio mesmo kakaka\n\nLinkAki https://www.xvideos.com/?k=Sexo+anal\n\nAgradeça o bot com:\n\nObgd bot","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"obgd bot","none","De nada mn, só queremos te ajudar 👍","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"%mensagem_de_boas-vindas%","welcome","Não converso por Aki, sou apenas um BOOT\n \nCaso queira ter o boot, chama nesse número Aki: http://wa.me/+5521975173221\n\nMas se n quiser fique a vontade conversando com  o boot!!!<#>Para acessar os comandos selecione\n/Menu","all","","","c","","","","","0","","","","","","","","seconds","0","0"
"tô bem bot","none","Q bom, mas escolhe os comandos do Bot logo 🧐","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot x-vídeos ruim","none","Se fosse eu ia ser mlhr neh 🥵😎","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot de merda","none","Antes de falar do meu Bot kd o seu?","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"oi bot","none","Oi %name% suave?","single","","","c","","","","","0","","","","","","","","seconds","0","0"
"bot fala uma coisa aleatória","none","%name% Posso ser só seu?<#>I love you 💖","all","","","b","","","","","0","","","","","","","","seconds","0","0"
"já bebeu água hoje?","none","já sim e tu?","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"sim mn e tu?","none","aq tudo suave kchorro!\nqual comando c tem p noix?","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"te amo bot","none","Tbm te amo vida ❤️","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"oi bot","none","Oi %name% dboa?","single","","","b","","","","","0","","","","","","","","seconds","0","0"
"bot bom dia","none","Bom dia 🤝<#>Já bebeu água hoje? 🧐","all","","","g","","","","","0","","","","","","","","seconds","0","0"
"bot boa tarde","none","Boa tarde ✋<#>Já bebeu água hoje?<#>Vai beber água arrmbd<#>Eu te amo krl ❤️","all","","","g","","","","","0","","","","","","","","seconds","0","0"
"bot boa noite","none","Boa noite mn<#>Tu já bebeu água ou n?<#>Se n bebeu água hoje tu tá fudido<#>Vou clonar o cartão do teu pai e comprar uma água pra tu fdp 😡","all","","","g","","","","","0","","","","","","","","seconds","0","0"
"/002","none","Chama no meu PV aí que te passo os comandos<#>http://wa.me/+5521975173221<#>Sem baderna nmrl","all","","","b","","","","","0","","","","","","","","seconds","0","0"
"/menu","none","__█████████    ⚜●ᎡᏆᏢ●ᎷᎬΝႮ●         \n__█▄█████▄█    ⚜●DONO●@lccria●\n__█▼▼▼▼▼█\n_██ᏴϴͲ Ꮩ1.0██\n__█▲▲▲▲▲█\n__█████████\n____██_____██\n\n   ▂▃▅▇█▓▒░۩۞۩ ۩۞۩░▒▓█▇▅▃▂\n                        ⚜𝑴𝒆𝒏𝒖 𝒅𝒐:\n                      尺丨卩-乃ㄖㄒ\n\n🧐 *𝑰𝑵𝑭𝑶𝑹𝑴𝑨𝑪̧𝑶̃𝑬𝑺*\n\n  🐊 Prefix: 「  /  」\n\n  🐊 Criador : LC'CRIA (base causs) \n\n  🐊 Canal do criador: https://youtube.com/c/RIPEdits\n\n۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ \n  *𝑰𝑴𝑼𝑵𝑰𝑫𝑨𝑫𝑬*\n │\n ├─ 🐊/imune\n └─ 🐊/grupos\n۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ \n  *𝑪𝑹𝑰𝑨 𝑩𝑶𝑻*\n │\n ├─ 🐊/ddi  (como criar o bot)\n ├─ 🐊/000 (criar bot sem termux)\n ├─ 🐊/001 (tudo escrito)\n └─ 🐊/002 (via WhatsApp)\n۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ \n  *𝑳𝑰𝑵𝑲𝑺*\n │\n ├─ 🐊/apk (link do bot p zap)\n ├─ 🐊/apkdobot\n └─ 🐊/donate (links infinitos)\n۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ \n  *𝑪𝑶𝑴𝑨𝑵𝑫𝑶𝑺*\n │\n ├─ 🐊/bbb (roubar comandos)\n ├─ 🐊/nif (acrescentar comandos)\n └─ 🐊/otirc (fazer número fake)\n۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ \n  *𝑫𝑰𝑨 𝑬 𝑯𝑶𝑹𝑨*\n │\n ├─ 🐊/dia\n └─ 🐊/horas\n۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ \n  *𝑫𝒊𝒄𝒂𝒔*\n │\n ├─ 🐊/hhh (pegaram meu IP, oq faço?)\n └─ 🐊/bbb (puxaram meus dados, oq faço?)\n۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ \n  *𝑺𝑨𝑰𝑩𝑨*\n │\n ├─ 🐊/aaa (oq é ip?)\n └─ 🐊/iii (qual a utilidade de puxar dados?)\n۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ \n  *𝑭𝑰𝑮𝑼𝑹𝑰𝑵𝑯𝑨𝑺*\n │\n ├─ 🐊/sticker (n funciona)\n └─ 🐊/stickergif (n funciona dscp)\n۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ \n  *𝑬𝑿𝑻𝑹𝑨𝑺*\n │\n ├─ 🐊/grupos\n ├─ 🐊/fca (fechar parceria)\n ├─ 🐊/tag\n ├─ 🐊/musicas\n ├─ 🐊/zoeiras\n ├─ 🐊/removeu você 1   (só para grupos)\n ├─ 🐊/removeu você 2   (só para grupos)\n ├─ 🐊/limpar chat\n ├─ 🐊/tabela\n └─ 🐊/matar pedro\n۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ \n  *𝑻𝑹𝑨𝑽𝑨 𝒁𝑨𝑷𝑬𝑹𝑺*\n │\n ├─ 🐊/trava\n ├─ 🐊/destrava\n └─ 🐊/destrava 2\n۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ \n  *𝑰𝑵𝑭𝑶𝑹𝑴𝑨𝑪̧𝑶̃𝑬𝑺 𝑫𝑶 𝑩𝑶𝑻*\n │\n ├─ 🐊/info\n ├─ 🐊/bateria\n └─ 🐊/botzin\n۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ \n  *𝑺𝑨𝑼𝑫𝑨𝑪̧𝑶̃𝑬𝑺/𝑫𝑬𝑺𝑷𝑬𝑫𝑰𝑫𝑨𝑺*\n │\n ├─ 🐊/bot dê às boas vindas\n └─ 🐊/bot dê tchauzin\n۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ \n  *𝑪𝑶𝑵𝑽𝑬𝑹𝑺𝑨𝑹 𝑪𝑶𝑴 𝑶 𝑩𝑶𝑻*\n │\n └─ 🐊/conversar\n۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ \n  *𝑼𝑹𝑮𝑬̂𝑵𝑪𝑰𝑨𝑺*\n │\n ├─ 🐊/dono do bot\n └─ 🐊/atk\n۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ \n  *𝑺𝑬𝑵𝑺𝑶𝑹𝑬𝑺*\n │\n ├─ 🐊/On\n └─ 🐊/Off\n۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ \n  *𝑷𝑨𝑷𝑶𝑺 𝑫𝑬 +𝟏𝟖*\n │\n └─ 🐊/pornografia\n۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ ۪ \n\n\n(『se』 『o』 『bot』 『n』 『responder』, 『pode』 『estar』 『com』 『atraso』 『ou』 『em』 『manutenção』, 『Desculpe』!)","single","","","b","","","","","0","","","","","","","","seconds","0","0"
